task_id,method,success,recovered,silent_failure,failure_detected,failure_signal,failure_class,actual_faults,final_answer,tool_calls,model_calls,verifier_calls,recovery_steps,latency_ms,cost_proxy,escalated,logs,recovery_budget,fault_intensity,seed,category
planning_018,self_healing,True,False,False,False,,,[],Product B is available with stock of 8.,2,0,1,0,70,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 871149063, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 2829973600, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
planning_019,retry_only,True,True,False,False,,,"['malformed_output', 'unavailable_tool']",Standard support is 12 months for Product A.,6,0,0,2,240,6,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'malformed_output', 'output': '{bad_json: missing_quotes, broken', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 1761219734, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 2444939927, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': '{bad_json: missing_quotes, broken', 'latency_ms': 60, 'fault_injected': True, 'fault_type': 'malformed_output', 'actual_fault_type': 'malformed_output'}}], 'actual_faults': ['malformed_output']}}, {'step': 'retry_execution', 'attempt': 1, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'unavailable_tool', 'output': None, 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 653567336, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 3734661090, 'response': {'tool': 'policy_lookup', 'status': 'error', 'error_type': 'unavailable_tool', 'output': None, 'latency_ms': 60, 'fault_injected': True, 'fault_type': 'unavailable_tool', 'actual_fault_type': 'unavailable_tool'}}], 'actual_faults': ['unavailable_tool']}}, {'step': 'retry_execution', 'attempt': 2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 74853853, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 1917220410, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
planning_019,full_replanning,True,False,False,False,,,[],Standard support is 12 months for Product A.,2,1,0,0,80,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 2960462728, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 726630219, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
planning_019,self_healing,True,False,False,False,,,[],Standard support is 12 months for Product A.,2,0,1,0,80,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 2995831505, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 1913462660, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
planning_020,retry_only,True,False,False,False,,,[],Refunds are allowed within 30 days for Product B.,2,0,0,0,80,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 2862987254, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 1984824960, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
planning_020,full_replanning,True,True,False,False,,,['unavailable_tool'],Refunds are allowed within 30 days for Product B.,4,2,0,1,160,6,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'unavailable_tool', 'output': None, 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 1327643752, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 1374520581, 'response': {'tool': 'policy_lookup', 'status': 'error', 'error_type': 'unavailable_tool', 'output': None, 'latency_ms': 60, 'fault_injected': True, 'fault_type': 'unavailable_tool', 'actual_fault_type': 'unavailable_tool'}}], 'actual_faults': ['unavailable_tool']}}, {'step': 'full_replan', 'attempt': 1, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 1, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 1826957644, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 2591401547, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
planning_020,self_healing,True,True,False,False,,tool_invocation_failure,"['timeout', 'timeout']",Refunds are allowed within 30 days for Product B.,6,0,1,2,10120,7,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'timeout', 'output': None, 'latency_ms': 5020, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 1276442971, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 551844964, 'response': {'tool': 'policy_lookup', 'status': 'error', 'error_type': 'timeout', 'output': None, 'latency_ms': 5000, 'fault_injected': True, 'fault_type': 'timeout', 'actual_fault_type': 'timeout'}}], 'actual_faults': ['timeout']}}, {'step': 'failure_detected', 'failure_signal': 'timeout', 'failure_class': 'tool_invocation_failure'}, {'step': 'recovery_action_selected', 'recovery_attempt': 0, 'failure_class': 'tool_invocation_failure', 'recovery_action': 'retry_with_backoff'}, {'step': 'recovery_execution', 'recovery_attempt': 0, 'recovery_action': 'retry_with_backoff', 'recovery_fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'timeout', 'output': None, 'latency_ms': 5020, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 672239733, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 3783349913, 'response': {'tool': 'policy_lookup', 'status': 'error', 'error_type': 'timeout', 'output': None, 'latency_ms': 5000, 'fault_injected': True, 'fault_type': 'timeout', 'actual_fault_type': 'timeout'}}], 'actual_faults': ['timeout']}}, {'step': 'recovery_action_selected', 'recovery_attempt': 1, 'failure_class': 'tool_invocation_failure', 'recovery_action': 'retry_with_backoff'}, {'step': 'recovery_execution', 'recovery_attempt': 1, 'recovery_action': 'retry_with_backoff', 'recovery_fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 4076185577, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 3672481654, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,planning_tool_selection
contradiction_001,retry_only,True,True,False,False,,,"['stale_context', 'stale_context']",Product A has standard support for 12 months.,5,0,0,2,335,5,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'stale_context', 'output': 'Outdated policy: Product A support is 6 months.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product A support policy'}, 'fault_eligible': True, 'seed': 2667365441, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Outdated policy: Product A support is 6 months.', 'latency_ms': 80, 'stale': True, 'fault_injected': True, 'fault_type': 'stale_context', 'actual_fault_type': 'stale_context'}}], 'actual_faults': ['stale_context']}}, {'step': 'retry_execution', 'attempt': 1, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'stale_context', 'output': 'Outdated policy: Product A support is 6 months.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product A support policy'}, 'fault_eligible': True, 'seed': 740828838, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Outdated policy: Product A support is 6 months.', 'latency_ms': 80, 'stale': True, 'fault_injected': True, 'fault_type': 'stale_context', 'actual_fault_type': 'stale_context'}}], 'actual_faults': ['stale_context']}}, {'step': 'retry_execution', 'attempt': 2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A has standard support for 12 months.', 'latency_ms': 175, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product A support policy'}, 'fault_eligible': True, 'seed': 3885201511, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Product A has standard support for 12 months.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': False, 'seed': 2920072203, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 2, 'tool': 'evidence_checker', 'args': {'answer': 'Product A has standard support for 12 months.', 'evidence': 'Standard support is 12 months for Product A.'}, 'fault_eligible': False, 'seed': 1350845412, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': False, 'answer': 'Product A has standard support for 12 months.', 'evidence': 'Standard support is 12 months for Product A.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_001,full_replanning,True,True,False,False,,,['stale_context'],Product A has standard support for 12 months.,4,2,0,1,255,6,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'stale_context', 'output': 'Outdated policy: Product A support is 6 months.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product A support policy'}, 'fault_eligible': True, 'seed': 3859250133, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Outdated policy: Product A support is 6 months.', 'latency_ms': 80, 'stale': True, 'fault_injected': True, 'fault_type': 'stale_context', 'actual_fault_type': 'stale_context'}}], 'actual_faults': ['stale_context']}}, {'step': 'full_replan', 'attempt': 1, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 1, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A has standard support for 12 months.', 'latency_ms': 175, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product A support policy'}, 'fault_eligible': True, 'seed': 808482969, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Product A has standard support for 12 months.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': False, 'seed': 1661569094, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 2, 'tool': 'evidence_checker', 'args': {'answer': 'Product A has standard support for 12 months.', 'evidence': 'Standard support is 12 months for Product A.'}, 'fault_eligible': False, 'seed': 3656878837, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': False, 'answer': 'Product A has standard support for 12 months.', 'evidence': 'Standard support is 12 months for Product A.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_001,self_healing,True,False,False,False,,,[],Product A has standard support for 12 months.,3,0,1,0,175,4,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A has standard support for 12 months.', 'latency_ms': 175, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product A support policy'}, 'fault_eligible': True, 'seed': 1035356738, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Product A has standard support for 12 months.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': False, 'seed': 4035973943, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 2, 'tool': 'evidence_checker', 'args': {'answer': 'Product A has standard support for 12 months.', 'evidence': 'Standard support is 12 months for Product A.'}, 'fault_eligible': False, 'seed': 2719611511, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': False, 'answer': 'Product A has standard support for 12 months.', 'evidence': 'Standard support is 12 months for Product A.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_002,retry_only,True,False,False,False,,,[],Product B has a refund window of 30 days.,3,0,0,0,175,3,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B has a refund window of 30 days.', 'latency_ms': 175, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product B refund window'}, 'fault_eligible': True, 'seed': 1799616004, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Product B has a refund window of 30 days.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': False, 'seed': 93588409, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 2, 'tool': 'evidence_checker', 'args': {'answer': 'Product B has a refund window of 30 days.', 'evidence': 'Refunds are allowed within 30 days for Product B.'}, 'fault_eligible': False, 'seed': 2078736676, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': False, 'answer': 'Product B has a refund window of 30 days.', 'evidence': 'Refunds are allowed within 30 days for Product B.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_002,full_replanning,True,False,False,False,,,[],Product B has a refund window of 30 days.,3,1,0,0,175,4,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B has a refund window of 30 days.', 'latency_ms': 175, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product B refund window'}, 'fault_eligible': True, 'seed': 2505431755, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Product B has a refund window of 30 days.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': False, 'seed': 737975198, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 2, 'tool': 'evidence_checker', 'args': {'answer': 'Product B has a refund window of 30 days.', 'evidence': 'Refunds are allowed within 30 days for Product B.'}, 'fault_eligible': False, 'seed': 869826019, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': False, 'answer': 'Product B has a refund window of 30 days.', 'evidence': 'Refunds are allowed within 30 days for Product B.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_002,self_healing,True,False,False,False,,,[],Product B has a refund window of 30 days.,3,0,1,0,175,4,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.4, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B has a refund window of 30 days.', 'latency_ms': 175, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'Product B refund window'}, 'fault_eligible': True, 'seed': 56037353, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Product B has a refund window of 30 days.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': False, 'seed': 3766568942, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 2, 'tool': 'evidence_checker', 'args': {'answer': 'Product B has a refund window of 30 days.', 'evidence': 'Refunds are allowed within 30 days for Product B.'}, 'fault_eligible': False, 'seed': 4017025969, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': False, 'answer': 'Product B has a refund window of 30 days.', 'evidence': 'Refunds are allowed within 30 days for Product B.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_003,retry_only,True,False,False,False,,,[],Enterprise customers receive priority support within 4 hours.,2,0,0,0,115,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Enterprise customers receive priority support within 4 hours.', 'latency_ms': 115, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'enterprise SLA'}, 'fault_eligible': True, 'seed': 3635456095, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Enterprise customers receive priority support within 4 hours.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'evidence_checker', 'args': {'answer': 'Enterprise customers receive priority support within 4 hours.', 'evidence': 'Enterprise customers receive priority support within 4 hours.'}, 'fault_eligible': False, 'seed': 2318121070, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': True, 'answer': 'Enterprise customers receive priority support within 4 hours.', 'evidence': 'Enterprise customers receive priority support within 4 hours.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
contradiction_003,full_replanning,True,False,False,False,,,[],Enterprise customers receive priority support within 4 hours.,2,1,0,0,115,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Enterprise customers receive priority support within 4 hours.', 'latency_ms': 115, 'tool_trace': [{'step_index': 0, 'tool': 'document_search', 'args': {'query': 'enterprise SLA'}, 'fault_eligible': True, 'seed': 256009982, 'response': {'tool': 'document_search', 'status': 'success', 'output': 'Enterprise customers receive priority support within 4 hours.', 'latency_ms': 80, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'evidence_checker', 'args': {'answer': 'Enterprise customers receive priority support within 4 hours.', 'evidence': 'Enterprise customers receive priority support within 4 hours.'}, 'fault_eligible': False, 'seed': 2008407450, 'response': {'tool': 'evidence_checker', 'status': 'success', 'output': {'supported': True, 'answer': 'Enterprise customers receive priority support within 4 hours.', 'evidence': 'Enterprise customers receive priority support within 4 hours.'}, 'latency_ms': 35, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",2,0.4,2,contradiction_resolution
